hrmin,time,s1,s2,s3,s6,s8
927,5249,813.686,144.003,428.022,148.393,788.053
927,5250,794.818,144.822,364.092,145.483,786.878
927,5251,767.931,146.458,375.786,143.665,788.053
927,5252,787.743,148.094,408.531,143.665,789.229
927,5253,804.252,148.912,402.294,142.937,789.229
927,5254,811.8,149.731,393.328,142.21,789.229
927,5255,813.215,150.549,403.074,142.21,788.837
927,5256,815.101,151.367,403.464,142.21,788.837
927,5257,815.573,152.184,376.956,142.21,789.621
927,5258,812.743,152.184,380.464,141.119,790.013
927,5259,816.988,153.002,403.853,140.755,791.58
927,5260,816.517,153.002,423.344,140.755,790.797
927,5261,812.743,153.002,509.105,142.21,791.972
927,5262,812.271,153.821,643.203,146.211,792.756
927,5263,814.158,153.821,732.082,150.575,791.972
927,5264,811.8,153.821,782.369,154.576,792.364
927,5265,812.271,153.821,809.266,156.758,792.756
927,5266,815.573,153.821,809.656,158.213,791.972
927,5267,819.347,153.821,804.978,158.577,792.364
927,5268,819.818,153.821,796.012,158.94,792.756
927,5269,818.875,154.639,792.114,158.94,793.54
927,5270,812.743,154.639,792.504,158.577,793.54
927,5271,800.95,154.639,794.063,158.577,792.756
927,5272,791.045,154.639,790.165,158.577,793.148
927,5273,788.686,154.639,787.436,158.213,792.364
927,5274,770.29,155.048,786.267,158.213,793.148
927,5275,749.063,155.457,787.046,157.849,793.931
927,5276,725.006,155.457,787.436,157.849,793.148
927,5277,688.685,155.457,787.046,157.486,793.148
927,5278,738.214,155.457,784.318,157.486,794.715
927,5279,806.139,155.457,785.487,157.486,793.148
928,5280,818.875,155.457,781.979,157.486,792.756
928,5281,818.403,155.457,784.708,157.122,793.931
928,5282,815.101,155.457,781.589,156.758,793.931
928,5283,816.045,155.457,781.979,156.758,794.715
928,5284,814.63,155.457,781.589,156.394,794.323
928,5285,809.43,155.457,781.979,156.394,794.323
928,5286,805.656,155.457,781.589,156.031,794.323
928,5287,808.486,154.639,781.589,156.031,794.715
928,5288,808.486,154.23,780.809,156.031,795.107
928,5289,811.788,154.23,781.979,155.667,793.54
928,5290,817.449,153.821,780.809,155.303,792.364
928,5291,813.203,153.821,783.148,155.303,794.323
928,5292,772.638,154.639,782.369,155.303,795.107
928,5293,704.242,154.639,783.538,155.303,788.445
928,5294,689.147,155.457,784.318,154.94,789.229
928,5295,708.015,155.457,781.979,154.576,787.661
928,5296,716.034,155.457,783.148,154.576,788.053
928,5297,724.525,155.457,781.979,154.576,786.878
928,5298,734.902,155.457,782.758,154.576,786.094
928,5299,730.185,155.457,783.148,154.212,786.878
928,5300,724.525,155.457,783.538,154.212,785.702
928,5301,749.053,155.457,783.928,153.848,784.918
928,5302,772.166,155.866,782.758,153.848,786.486
928,5303,799.996,155.866,783.928,153.848,790.013
928,5304,830.656,156.275,783.538,153.848,789.621
928,5305,840.09,156.275,784.318,153.485,790.796
928,5306,841.977,156.275,784.318,153.485,791.188
928,5307,842.92,156.275,782.758,153.121,790.404
928,5308,845.279,156.275,783.538,153.121,789.621
928,5309,843.392,156.275,783.928,153.121,790.404
928,5310,841.977,156.275,783.148,153.121,790.404
928,5311,833.015,156.275,783.148,152.757,792.364
928,5312,820.75,155.457,781.199,152.757,790.013
928,5313,781.6,153.821,781.979,152.394,787.661
928,5314,677.827,148.912,781.199,152.394,788.445
928,5315,560.374,143.184,781.589,152.394,785.702
928,5316,509.903,138.275,780.809,152.394,785.31
928,5317,469.809,136.639,781.971,152.392,786.878
928,5318,433.017,136.639,781.581,152.392,788.053
928,5319,440.092,136.639,782.361,152.028,788.053
928,5320,439.149,135.002,781.581,152.028,788.053
928,5321,390.092,134.184,781.191,152.028,786.094
928,5322,353.772,132.957,780.801,151.665,790.404
928,5323,372.168,131.729,780.022,151.665,785.31
928,5324,399.526,130.911,779.242,151.665,736.326
928,5325,378.3,130.91,779.632,151.665,718.692
928,5326,321.225,131.728,779.242,151.665,774.73
928,5327,292.923,132.547,781.581,151.665,788.053
928,5328,300.942,132.547,781.581,151.665,782.959
928,5329,340.093,132.547,781.971,151.665,787.661
928,5330,396.696,131.728,782.361,151.665,770.027
928,5331,393.866,130.092,783.53,151.665,740.637
928,5332,346.696,128.046,783.92,151.665,778.648
928,5333,313.678,126.819,784.31,151.665,788.053
928,5334,289.621,125.183,785.089,151.665,795.891
928,5335,280.659,125.183,785.089,151.665,801.377
928,5336,277.357,124.774,786.259,151.665,800.201
928,5337,272.64,125.183,785.869,151.665,799.809
928,5338,270.753,125.183,786.259,151.665,794.715
928,5339,268.867,125.592,786.259,151.665,795.891
929,5340,264.15,125.183,786.259,151.665,799.417
929,5341,260.376,125.183,787.428,151.665,805.296
929,5342,254.716,124.365,787.818,151.665,803.728
929,5343,250.942,124.365,787.818,151.665,806.079
929,5344,249.055,123.546,786.649,151.665,805.687
929,5345,248.112,123.546,787.818,151.665,806.863
929,5346,248.112,124.365,787.428,152.028,807.647
929,5347,248.112,125.183,788.208,152.028,808.431
929,5348,247.168,126.819,787.038,152.028,807.255
929,5349,245.282,128.456,785.869,152.028,808.822
929,5350,244.338,130.91,786.259,152.392,808.431
929,5351,243.395,132.547,787.038,152.392,808.039
929,5352,242.452,133.365,786.649,152.392,807.255
929,5353,242.449,132.547,786.259,152.392,809.214
929,5354,242.449,130.092,786.649,152.392,811.565
929,5355,242.449,128.456,787.038,152.392,812.349
929,5356,243.393,127.637,787.038,152.756,816.268
929,5357,245.279,126.001,787.038,152.756,816.268
929,5358,249.053,123.955,787.038,153.119,818.619
929,5359,249.996,122.728,787.428,153.119,820.97
929,5360,249.053,121.91,787.818,153.119,823.714
929,5361,249.053,121.092,789.377,153.483,825.673
929,5362,252.826,120.274,788.987,153.483,828.808
929,5363,254.713,119.456,789.767,153.847,830.767
929,5364,255.657,118.637,790.547,153.847,833.51
929,5365,258.487,118.637,792.106,154.211,837.037
929,5366,259.43,117.819,793.275,154.574,840.956
929,5367,258.487,117.001,795.225,154.574,844.483
929,5368,258.015,116.183,796.784,154.938,848.793
929,5369,257.543,116.183,799.902,155.302,848.793
929,5370,256.6,115.365,802.631,155.302,842.131
929,5371,257.543,115.365,805.36,155.665,813.525
929,5372,259.43,115.365,806.139,156.029,739.853
929,5373,262.26,114.546,807.309,156.393,656.384
929,5374,265.562,114.546,807.699,156.393,663.046
929,5375,268.864,114.546,810.038,156.757,669.316
929,5376,270.751,113.728,810.427,156.757,620.332
929,5377,274.524,113.728,811.597,157.12,611.711
929,5378,281.128,112.91,811.207,157.484,558.808
929,5379,290.562,112.91,813.546,157.484,494.542
929,5380,302.826,112.092,813.936,157.848,460.841
929,5381,314.146,112.092,815.885,158.211,440.071
929,5382,324.052,112.092,815.495,158.575,445.95
929,5383,334.429,111.274,817.834,158.575,486.704
929,5384,352.825,111.274,816.664,158.939,453.003
929,5385,369.334,111.274,817.047,158.937,366.792
929,5386,375.466,110.455,819.386,159.301,322.118
929,5387,370.749,110.455,818.996,159.665,314.673
929,5388,363.674,110.455,820.945,160.028,324.078
929,5389,361.315,109.637,821.725,160.392,342.104
929,5390,362.73,109.637,820.555,160.392,346.806
929,5391,373.579,109.637,822.114,160.756,330.739
929,5392,391.504,109.637,824.843,161.12,314.673
929,5393,423.107,108.818,824.453,161.12,305.268
929,5394,460.37,108.818,827.182,161.847,298.606
929,5395,495.276,108.818,827.572,161.847,295.079
929,5396,514.143,108.818,829.131,162.211,293.904
929,5397,533.954,108.818,827.961,162.574,292.728
929,5398,567.444,108,830.69,162.938,291.944
929,5399,612.255,108,831.47,163.302,293.12
930,5400,628.764,108,831.47,163.302,300.173
930,5401,631.123,108,833.419,163.665,306.052
930,5402,641.028,107.591,835.368,164.029,304.484
930,5403,677.82,107.182,834.978,164.393,299.782
930,5404,745.744,107.182,835.368,164.756,299.782
930,5405,820.742,107.182,835.758,165.12,299.781
930,5406,867.44,107.182,835.368,165.484,298.214
930,5407,878.76,107.182,837.707,165.848,296.647
930,5408,881.119,106.773,837.707,166.211,297.43
930,5409,882.062,106.364,838.487,166.211,298.998
930,5410,882.534,106.364,841.995,166.939,302.133
930,5411,884.892,106.364,842.774,166.939,313.105
930,5412,879.704,106.364,840.046,167.302,367.967
930,5413,861.779,106.364,836.537,167.666,501.595
930,5414,825.931,105.954,839.656,168.03,649.723
930,5415,791.969,105.954,841.215,168.393,713.598
930,5416,800.931,105.545,842.774,168.757,732.799
930,5417,754.234,105.545,842.385,169.121,750.042
930,5418,641.5,105.545,846.283,169.485,785.702
930,5419,640.085,105.545,852.52,170.212,785.702
930,5420,593.387,105.545,855.248,170.576,741.812
930,5421,572.629,105.545,850.96,170.939,648.155
930,5422,578.761,105.545,815.098,170.576,564.295
930,5423,574.044,105.545,796.387,170.212,584.28
930,5424,578.289,105.136,798.336,170.212,636.399
930,5425,624.515,105.136,803.014,170.212,611.711
930,5426,669.797,105.136,742.203,169.121,539.607
930,5427,627.345,104.727,706.73,167.666,472.597
930,5428,569.327,105.136,746.491,167.666,431.058
930,5429,569.327,105.136,762.083,168.757,416.167
930,5430,543.856,105.136,706.73,168.393,405.587
930,5431,508.008,105.545,635.394,166.939,395.006
930,5432,483.48,105.136,558.991,164.393,389.912
930,5433,477.348,105.136,514.163,162.211,420.87
930,5434,508.008,105.136,487.655,160.028,489.447
930,5435,557.535,105.136,475.961,158.21,489.447
930,5436,617.439,105.136,493.892,157.482,445.558
930,5437,637.25,105.136,514.552,158.574,460.057
930,5438,531.592,105.545,520.789,159.301,472.205
930,5439,396.689,105.545,567.957,160.756,461.233
930,5440,347.634,105.545,661.512,164.029,420.87
930,5441,330.181,105.545,683.731,166.939,379.331
930,5442,327.823,105.954,684.511,168.757,375.805
930,5443,331.125,106.364,690.358,169.848,379.723
930,5444,335.842,108,754.287,171.667,415.775
930,5445,340.559,109.636,808.471,173.849,484.745
930,5446,344.332,110.454,793.268,174.94,542.35
930,5447,342.445,109.636,727.39,174.213,547.444
930,5448,332.068,108.818,692.307,173.122,522.756
930,5449,316.974,108,712.967,173.485,513.743
930,5450,317.917,107.182,680.612,173.485,531.377
930,5451,331.596,107.182,663.071,172.758,524.716
930,5452,349.521,107.182,668.918,172.031,495.325
930,5453,378.765,107.182,697.369,171.665,458.881
930,5454,409.425,107.182,680.217,171.302,390.696
930,5455,427.349,106.773,590.171,169.847,348.374
930,5456,439.141,107.182,529.751,167.665,345.239
930,5457,450.933,107.182,476.347,165.483,345.631
930,5458,456.122,107.182,448.281,164.028,341.32
930,5459,459.424,107.182,451.399,162.937,337.401
931,5460,478.291,107.182,436.976,162.209,338.969
931,5461,501.876,107.181,400.334,161.118,346.022
931,5462,515.083,107.181,379.284,160.027,358.954
931,5463,517.913,107.181,384.352,159.663,373.453
931,5464,537.252,107.181,416.316,160.027,384.426
931,5465,524.517,107.181,468.941,161.482,392.263
931,5466,466.499,107.181,526.243,163.3,397.749
931,5467,397.633,107.181,552.75,165.483,384.818
931,5468,351.879,107.999,550.021,166.21,349.549
931,5469,342.445,107.999,595.629,167.301,320.159
931,5470,335.842,107.999,672.421,169.847,312.321
931,5471,332.068,107.999,723.096,172.756,310.754
931,5472,330.181,107.999,764.416,174.939,310.754
931,5473,332.068,107.999,808.854,177.848,309.97
931,5474,338.672,108.817,846.666,180.758,308.403
931,5475,342.445,108.817,868.105,183.304,308.403
931,5476,346.219,108.817,876.291,185.122,306.835
931,5477,350.936,108.817,874.732,186.213,306.051
931,5478,364.615,109.226,861.868,186.941,306.051
931,5479,389.614,109.635,854.072,187.304,306.051
931,5480,417.444,109.635,850.954,187.668,305.66
931,5481,438.198,109.635,852.903,188.032,306.051
931,5482,450.462,109.635,845.496,188.759,308.403
931,5483,453.292,109.635,841.988,189.487,320.159
931,5484,446.688,110.453,832.243,189.487,368.751
931,5485,437.726,110.453,822.887,189.487,437.328
931,5486,420.274,110.453,819.379,189.85,474.948
931,5487,390.086,110.453,826.786,190.214,490.231
931,5488,362.256,110.453,836.531,190.941,527.851
931,5489,355.651,110.863,843.547,191.669,547.444
931,5490,364.613,111.272,843.157,192.396,549.795
931,5491,395.744,111.272,843.157,192.76,525.891
931,5492,432.536,111.272,841.208,193.124,537.255
931,5493,441.498,111.272,840.429,193.487,568.605
931,5494,407.536,111.272,840.039,193.851,573.7
931,5495,353.293,112.09,838.48,194.215,577.226
931,5496,327.35,112.09,836.531,194.578,588.983
931,5497,320.275,112.09,836.141,194.578,565.47
931,5498,317.916,112.09,833.412,194.942,530.594
931,5499,316.029,112.908,832.633,194.942,486.704
931,5500,315.086,112.908,833.802,195.306,458.097
931,5501,315.086,112.908,826.396,195.306,460.449
931,5502,314.143,112.908,815.481,195.306,464.759
931,5503,315.086,113.726,812.363,195.306,443.598
931,5504,316.029,113.726,820.159,195.67,405.979
931,5505,317.916,113.726,830.294,196.033,363.265
931,5506,321.69,114.135,834.971,196.397,340.928
931,5507,326.407,114.544,834.192,196.761,334.266
931,5508,332.538,114.544,834.192,196.761,335.834
931,5509,344.331,114.544,834.971,197.124,339.752
931,5510,356.594,115.363,836.141,197.124,340.536
931,5511,373.575,115.363,835.751,197.488,338.185
931,5512,411.31,115.363,833.802,197.488,335.834
931,5513,474.516,116.181,836.531,197.488,331.915
931,5514,557.532,116.181,834.582,197.488,325.645
931,5515,666.964,116.181,835.751,197.488,321.334
931,5516,784.413,116.999,836.531,197.488,320.943
931,5517,877.807,116.999,834.582,197.488,323.294
931,5518,931.107,116.999,834.971,197.488,326.429
931,5519,947.145,117.408,835.361,197.488,333.482
932,5520,950.918,117.817,835.751,197.488,343.279
932,5521,952.333,117.817,834.186,197.487,351.508
932,5522,952.805,118.226,834.966,197.487,371.494
932,5523,952.333,118.635,834.186,197.487,425.964
932,5524,950.918,118.635,833.406,197.487,487.488
932,5525,949.975,119.044,833.406,197.487,476.124
932,5526,949.975,119.453,831.847,197.123,423.221
932,5527,950.918,119.453,833.406,197.123,412.64
932,5528,950.447,120.272,831.847,196.759,417.343
932,5529,947.616,120.271,831.847,196.759,416.559
932,5530,928.749,120.271,830.678,196.759,421.262
932,5531,908.938,121.089,830.678,196.396,442.423
932,5532,849.978,121.089,830.678,196.396,483.961
932,5533,777.81,121.089,830.678,196.032,505.906
932,5534,772.621,121.907,829.898,196.032,507.473
932,5535,781.583,121.907,829.119,196.032,531.377
932,5536,740.546,122.725,828.339,195.668,545.485
932,5537,701.868,122.725,829.508,195.304,538.823
932,5538,696.208,123.134,828.729,195.304,516.486
932,5539,692.435,123.543,827.949,194.941,485.92
932,5540,658.945,123.543,827.559,194.577,476.907
932,5541,620.738,124.361,827.559,194.577,504.73
932,5542,607.059,124.361,826.78,194.213,547.052
932,5543,624.04,125.179,826,193.85,539.999
932,5544,673.095,125.179,825.61,193.85,475.34
932,5545,730.641,125.998,825.61,193.486,411.465
932,5546,767.433,125.998,824.051,193.122,392.263
932,5547,780.168,126.816,824.051,192.759,396.182
932,5548,779.225,128.452,822.492,192.395,405.979
932,5549,782.055,129.68,822.102,192.395,418.127
932,5550,811.299,130.907,821.712,192.031,423.613
932,5551,858.468,131.725,822.102,191.668,420.478
932,5552,908.467,131.725,820.153,191.304,424.397
932,5553,923.56,131.725,818.984,190.94,429.099
932,5554,925.919,131.725,817.814,190.576,435.369
932,5555,923.089,131.725,817.424,190.213,451.044
932,5556,919.315,132.543,816.255,189.849,478.867
932,5557,916.004,133.361,815.865,189.485,508.649
932,5558,907.986,133.361,815.865,189.122,539.607
932,5559,895.722,134.179,814.696,188.758,548.228
932,5560,896.666,134.998,813.137,188.394,538.431
932,5561,905.628,135.816,811.577,188.031,533.337
932,5562,905.628,136.634,810.408,187.303,544.309
932,5563,904.212,137.452,810.018,187.303,547.444
932,5564,900.439,138.27,809.628,186.576,558.025
932,5565,896.194,139.088,810.018,186.212,590.942
932,5566,898.552,139.907,808.459,185.848,626.994
932,5567,900.911,140.725,807.289,185.485,643.453
932,5568,900.439,142.77,805.73,185.121,684.991
932,5569,891.477,143.997,805.73,184.394,745.339
932,5570,873.553,143.997,805.73,184.03,789.229
932,5571,874.025,144.816,804.561,183.666,799.025
932,5572,889.59,145.634,803.002,183.302,789.621
932,5573,888.647,147.27,803.002,182.939,762.19
932,5574,885.345,148.906,801.442,182.211,702.625
932,5575,886.76,148.906,802.222,181.848,706.544
932,5576,889.59,149.725,801.052,181.484,764.933
932,5577,891.477,152.179,800.663,181.12,812.741
932,5578,892.892,155.452,799.493,180.757,826.456
932,5579,891.477,157.906,799.883,180.393,830.767
933,5580,873.082,158.724,799.493,180.029,838.604
933,5581,847.139,160.361,799.103,179.302,842.915
933,5582,840.536,163.633,798.324,178.938,824.889
933,5583,832.517,165.27,798.324,178.574,794.715
933,5584,816.951,165.27,797.544,177.847,765.716
933,5585,818.838,163.633,796.765,177.483,754.744
933,5586,826.857,161.179,795.985,177.12,754.744
933,5587,836.29,157.906,797.154,176.756,737.11
933,5588,847.611,154.634,795.595,176.392,723.002
933,5589,867.421,152.179,795.98,175.664,746.907
933,5590,889.119,150.543,795.59,175.664,770.419
933,5591,892.892,148.906,795.98,174.936,756.312
933,5592,891.477,148.906,794.811,174.573,730.84
933,5593,888.175,148.088,795.98,174.209,740.245
933,5594,862.233,148.088,794.811,173.845,763.757
933,5595,841.951,148.088,795.201,173.482,802.944
933,5596,832.517,148.088,794.031,173.118,841.348
933,5597,829.215,148.087,795.201,172.754,852.32
933,5598,827.8,148.905,794.031,172.027,851.928
933,5599,835.347,148.905,793.641,171.663,851.144
933,5600,853.743,148.905,794.811,171.3,849.577
933,5601,875.912,149.723,792.862,170.936,848.009
933,5602,886.76,150.542,792.082,170.572,848.401
933,5603,888.647,151.36,790.913,170.208,848.793
933,5604,888.175,153.814,792.082,169.845,846.834
933,5605,886.76,156.269,790.913,169.117,845.266
933,5606,883.93,160.359,789.743,169.117,846.05
933,5607,882.987,164.45,790.133,168.39,842.523
933,5608,883.459,168.541,791.692,168.39,842.915
933,5609,882.987,170.996,790.913,167.663,842.523
933,5610,882.043,172.632,789.743,167.663,841.739
933,5611,880.628,173.45,790.523,166.935,841.348
933,5612,880.157,175.086,790.523,166.935,840.956
933,5613,880.157,175.905,791.302,166.208,840.956
933,5614,878.742,175.905,790.913,166.208,837.037
933,5615,878.27,176.723,790.523,165.844,832.726
933,5616,877.327,177.541,790.913,165.48,818.227
933,5617,877.327,177.541,790.523,165.48,813.133
933,5618,876.855,178.359,791.692,164.753,818.227
933,5619,876.855,178.768,791.692,164.389,820.97
933,5620,875.912,179.177,792.082,164.026,821.754
933,5621,874.968,179.995,792.082,164.026,821.362
933,5622,875.44,179.995,791.692,163.662,827.24
933,5623,874.497,180.813,792.472,163.298,828.024
933,5624,874.025,180.813,793.252,162.935,829.2
933,5625,873.542,181.632,794.421,162.571,830.375
933,5626,874.014,181.632,793.252,162.571,829.983
933,5627,874.014,181.632,791.692,161.844,828.416
933,5628,874.486,181.632,793.252,161.844,829.983
933,5629,875.429,182.041,792.862,161.48,828.024
933,5630,874.957,181.632,792.082,161.116,826.456
933,5631,876.372,181.632,792.472,160.752,828.024
933,5632,876.372,180.813,790.523,160.389,826.848
933,5633,878.259,180.813,790.913,160.389,827.632
933,5634,878.731,180.813,791.692,160.025,824.889
933,5635,879.202,179.995,790.913,159.661,824.889
933,5636,879.202,180.404,791.692,159.661,825.673
933,5637,880.146,179.995,792.082,159.298,826.065
933,5638,880.146,179.995,792.472,158.934,824.105
933,5639,878.731,179.995,792.472,158.934,822.538
934,5640,853.26,181.632,793.252,158.57,823.321
934,5641,742.416,182.45,791.692,158.207,821.754
934,5642,565.067,182.45,794.031,158.207,821.362
934,5643,460.826,182.45,794.031,157.843,822.146
934,5644,419.319,181.632,794.811,157.479,820.578
934,5645,360.831,179.995,795.98,157.479,819.403
934,5646,345.266,179.995,794.811,157.479,819.011
934,5647,333.474,179.995,795.201,157.116,817.835
934,5648,271.213,179.995,795.201,156.752,818.227
934,5649,242.441,176.723,795.59,156.752,815.876
934,5650,234.894,170.996,795.98,156.388,817.051
934,5651,231.121,165.268,796.37,156.388,816.66
934,5652,228.291,161.178,795.59,156.024,813.916
934,5653,225.461,158.314,796.76,156.024,811.565
934,5654,223.574,156.269,796.76,155.661,812.741
934,5655,221.687,154.632,796.37,155.661,812.349
934,5656,218.857,153.814,798.319,155.661,811.565
934,5657,217.914,152.996,797.925,155.296,811.957
934,5658,216.027,152.996,797.925,155.296,811.957
934,5659,214.612,152.178,797.146,155.296,812.349
934,5660,213.197,152.178,798.705,154.932,811.174
934,5661,211.782,152.178,799.094,154.932,811.957
934,5662,210.367,151.36,798.705,154.569,813.133
934,5663,209.424,151.36,800.264,154.569,810.39
934,5664,208.48,151.36,799.484,154.569,811.174
934,5665,207.537,150.54,801.043,154.569,809.998
934,5666,206.594,150.54,800.264,154.569,809.998
934,5667,205.65,150.54,800.654,154.569,809.998
934,5668,204.707,149.722,801.043,154.569,808.43
934,5669,203.764,149.722,801.433,154.569,807.647
934,5670,202.82,148.904,801.823,154.569,806.471
934,5671,201.877,148.904,801.823,154.569,807.255
934,5672,200.934,148.086,801.823,154.569,806.079
934,5673,200.462,148.086,802.992,154.569,806.079
934,5674,199.99,147.677,803.772,154.569,804.512
934,5675,199.047,147.268,804.941,154.569,805.687
934,5676,198.104,147.268,805.721,154.569,806.079
934,5677,197.632,146.45,806.501,154.569,805.295
934,5678,197.16,146.45,806.891,154.569,808.038
934,5679,196.217,146.45,807.67,154.569,806.471
934,5680,195.273,145.631,808.06,154.932,806.863
934,5681,195.273,145.631,808.06,154.932,805.687
934,5682,194.33,145.222,808.45,154.932,806.079
934,5683,193.387,144.813,808.84,155.296,808.038
934,5684,193.387,144.813,808.84,155.296,800.201
934,5685,192.443,143.995,810.009,155.296,724.962
934,5686,191.972,143.995,810.789,155.296,612.887
934,5687,191.5,143.177,811.958,155.66,561.552
934,5688,190.557,143.177,811.568,155.66,447.517
934,5689,190.557,142.359,812.738,156.024,329.564
934,5690,189.613,142.359,813.517,156.024,256.284
934,5691,189.613,141.541,814.297,156.024,226.11
934,5692,188.67,141.541,813.517,156.387,223.758
934,5693,188.667,140.723,813.907,156.387,231.596
934,5694,187.724,140.723,813.907,156.751,240.217
934,5695,187.724,139.904,815.466,156.751,221.799
934,5696,187.724,139.904,815.466,157.115,214.354
934,5697,186.781,139.086,814.687,157.478,212.002
934,5698,186.781,139.086,815.856,157.478,210.435
934,5699,186.309,138.268,816.246,157.842,208.867
935,5700,185.837,138.268,816.636,158.206,207.3
935,5701,185.837,137.45,815.466,158.206,205.732
935,5702,184.894,137.45,818.585,158.569,204.165
935,5703,184.894,136.632,817.415,158.569,202.597
935,5704,184.894,136.632,818.585,158.933,201.03
935,5705,184.894,135.814,815.076,159.297,199.854
935,5706,184.422,135.814,817.805,159.66,198.679
935,5707,184.422,134.995,818.195,160.024,197.895
935,5708,183.951,134.995,818.974,160.388,196.328
935,5709,183.951,134.177,818.974,160.388,195.544
935,5710,183.951,133.768,819.364,160.752,194.76
935,5711,183.951,133.359,820.923,161.115,193.976
935,5712,183.007,132.541,821.703,161.479,193.193
935,5713,183.007,132.541,822.093,161.843,192.017
935,5714,183.007,131.723,823.652,162.206,191.233
935,5715,183.007,131.723,825.211,162.57,190.058
935,5716,183.007,130.905,825.991,162.934,189.666
935,5717,183.007,130.905,827.16,163.297,188.882
935,5718,183.007,130.087,829.499,164.025,188.098
935,5719,183.007,130.087,830.279,164.025,187.706
935,5720,183.007,129.268,833.787,164.388,186.923
935,5721,183.007,129.268,834.177,164.752,186.139
935,5722,183.479,128.45,834.567,165.48,185.355
935,5723,183.951,128.45,824.042,165.48,184.571
935,5724,183.951,127.632,799.874,165.48,183.788
935,5725,183.951,127.632,806.887,165.479,183.788
935,5726,184.422,126.814,812.344,165.479,183.004
935,5727,184.894,126.405,776.872,165.479,182.612
935,5728,184.894,125.996,731.266,164.388,182.22
935,5729,185.837,125.587,710.216,163.297,181.436
935,5730,185.837,125.178,757.382,164.024,181.045
935,5731,186.781,124.768,821.699,166.206,180.653
935,5732,186.781,124.359,839.24,167.661,180.653
935,5733,187.724,123.949,843.528,168.752,179.869
935,5734,188.667,123.54,846.257,169.116,179.869
935,5735,189.611,123.54,847.816,169.843,179.869
935,5736,190.554,122.722,850.545,170.207,179.085
935,5737,191.497,122.722,853.273,170.934,179.085
935,5738,193.384,121.904,856.781,171.662,179.085
935,5739,194.327,121.904,861.069,172.025,179.085
935,5740,196.214,121.086,864.967,172.389,178.301
935,5741,198.101,121.086,869.255,172.753,178.301
935,5742,199.987,120.677,862.628,173.116,178.301
935,5743,201.874,120.268,824.428,172.025,178.301
935,5744,203.761,120.268,801.82,170.934,178.301
935,5745,206.591,119.45,751.535,169.843,178.301
935,5746,208.478,119.45,672.406,168.388,178.301
935,5747,211.307,119.041,734.774,168.752,178.301
935,5748,214.137,118.632,804.158,170.934,178.301
935,5749,217.911,118.632,846.647,173.48,178.301
935,5750,223.099,117.813,866.137,174.935,178.301
935,5751,231.118,117.813,862.239,175.662,178.301
935,5752,240.551,117.813,764.788,173.48,178.301
935,5753,251.871,116.995,716.453,170.57,178.301
935,5754,263.191,116.995,776.483,171.298,178.301
935,5755,273.568,116.995,691.506,170.934,178.301
935,5756,282.058,116.177,550.788,166.934,178.301
935,5757,281.114,116.177,408.901,160.387,178.693
935,5758,274.511,116.177,358.227,156.023,179.085
935,5759,271.681,115.359,339.516,154.204,179.085
936,5760,273.568,115.359,327.043,153.113,179.085
936,5761,269.319,115.359,321.196,152.022,179.085
936,5762,256.112,115.359,319.247,151.659,179.869
936,5763,250.924,114.541,319.247,151.295,179.869
936,5764,249.981,114.541,320.806,150.931,179.869
936,5765,251.396,114.541,323.534,150.931,180.653
936,5766,250.924,114.541,330.941,151.295,180.653
936,5767,249.037,113.723,336.788,151.659,181.436
936,5768,246.207,113.723,339.516,151.659,181.436
936,5769,245.264,113.723,340.296,152.386,182.22
936,5770,244.792,113.723,352.769,152.75,183.004
936,5771,244.321,113.723,357.447,153.477,183.788
936,5772,245.264,113.314,348.871,153.841,184.571
936,5773,246.207,112.905,339.516,153.841,185.355
936,5774,249.981,112.905,337.957,153.841,186.139
936,5775,253.754,112.905,343.414,154.204,187.706
936,5776,256.584,112.905,351.21,154.932,188.49
936,5777,256.584,112.905,362.125,155.659,190.058
936,5778,255.641,112.905,367.192,156.387,191.625
936,5779,259.886,112.905,378.106,157.114,193.193
936,5780,268.847,112.905,406.172,158.569,195.544
936,5781,282.054,112.905,444.372,160.387,197.111
936,5782,290.544,112.905,506.741,163.297,199.462
936,5783,294.317,112.905,639.662,167.661,201.814
936,5784,290.072,112.905,736.333,172.753,204.165
936,5785,278.28,112.495,763.619,176.389,208.084
936,5786,269.791,112.086,790.515,179.299,211.219
936,5787,265.546,112.905,797.142,181.117,215.137
936,5788,266.017,112.495,769.466,181.845,219.84
936,5789,262.244,112.905,794.803,182.936,229.637
936,5790,254.697,112.905,813.124,184.027,241.001
936,5791,249.037,112.495,779.601,184.391,245.703
936,5792,245.264,112.905,759.331,184.027,251.973
936,5793,243.377,112.905,740.228,183.663,258.243
936,5794,241.491,112.905,760.108,184.026,258.243
936,5795,239.604,112.905,814.68,185.117,264.513
936,5796,237.717,112.905,822.086,186.572,272.35
936,5797,234.888,112.905,783.106,186.208,286.066
936,5798,233.001,112.905,765.955,185.845,306.443
936,5799,232.058,112.905,793.241,185.845,365.224
936,5800,231.114,112.905,836.509,186.572,399.709
936,5801,230.171,113.313,840.407,187.299,352.684
936,5802,229.699,113.722,800.257,186.572,318.983
936,5803,228.284,113.722,742.177,185.481,299.781
936,5804,227.341,113.722,732.432,184.39,291.944
936,5805,227.341,113.722,734.771,184.39,295.079
936,5806,227.341,113.722,735.161,184.39,296.647
936,5807,227.341,113.722,758.549,184.39,302.133
