0.000000000000000000e+00,0.000000000000000000e+00
5.009999999999999787e+00,-1.293535347195196201e-02
6.009999999999999787e+00,1.395331524408116586e-02
7.009999999999999787e+00,2.858202360320334125e-03
9.009999999999999787e+00,-6.184216412511350791e-03
1.000999999999999979e+01,7.095293739980096208e-03
1.100999999999999979e+01,-4.999792474356111981e-03
1.300999999999999979e+01,-6.877302175512247165e-03
1.400999999999999979e+01,1.353137672316192218e-02
1.500999999999999979e+01,-3.038130014231144038e-03
1.701000000000000156e+01,-6.490891789157726688e-02
1.801000000000000156e+01,5.944035336985095674e-02
1.901000000000000156e+01,-9.063353220198652749e-02
2.101000000000000156e+01,8.934268287767700711e-02
2.201000000000000156e+01,-6.635285800756693386e-02
2.301000000000000156e+01,-2.662914022564346131e-02
2.501000000000000156e+01,-7.658246272704458124e-02
2.601000000000000156e+01,-1.182124002627646386e-02
2.701000000000000156e+01,-7.172565659121357207e-04
2.901000000000000156e+01,-3.865449980957651123e-07
3.001000000000000156e+01,1.671222117354913533e-04
3.101000000000000156e+01,-1.672261305265790483e-04
3.300999999999999801e+01,8.958801236452397510e-02
3.400999999999999801e+01,7.525452079785160953e-02
3.500999999999999801e+01,1.287532488281766321e-02
3.700999999999999801e+01,1.228184854980615172e-02
3.800999999999999801e+01,9.090831318332937006e-03
3.900999999999999801e+01,2.035969714378826814e-03
4.100999999999999801e+01,7.458310483252943851e-03
4.200999999999999801e+01,1.527034716006403503e-02
4.300999999999999801e+01,1.928217079806516035e-02
4.500999999999999801e+01,8.477506200045292067e-03
4.600999999999999801e+01,1.463579847897685231e-03
4.700999999999999801e+01,-1.166994266762075077e-03
4.900999999999999801e+01,-6.790277888782300653e-02
5.000999999999999801e+01,-5.979951653078338647e-02
5.100999999999999801e+01,-9.000568540281324303e-02
5.300999999999999801e+01,5.218347240402371190e-02
5.400999999999999801e+01,-5.855217092735994638e-02
5.500999999999999801e+01,-5.090373084960068094e-03
5.700999999999999801e+01,-1.173057915370762441e-02
5.800999999999999801e+01,-1.458941205099899795e-03
5.900999999999999801e+01,1.458713317235556120e-03
6.100999999999999801e+01,8.001794770613443464e-02
6.200999999999999801e+01,8.649055711722974937e-02
6.300999999999999801e+01,7.283838833287119285e-02
6.501000000000000512e+01,-3.866916372362859703e-04
6.601000000000000512e+01,-2.426195326410654930e-03
6.701000000000000512e+01,2.039719669164884695e-03
6.901000000000000512e+01,-7.736538015284400967e-04
7.001000000000000512e+01,-3.928916712811559089e-03
7.101000000000000512e+01,3.928143922680120935e-03
7.301000000000000512e+01,-3.880768500872897346e-04
7.401000000000000512e+01,4.243116875137844797e-04
7.501000000000000512e+01,-7.698584600630480968e-04
7.701000000000000512e+01,-2.499322048556259116e-06
7.801000000000000512e+01,-2.102111420877764917e-04
7.901000000000000512e+01,-1.757453397197650876e-04
8.101000000000000512e+01,-3.862909847393848324e-04
8.201000000000000512e+01,-2.486813545941228207e-02
8.301000000000000512e+01,-2.646892449372416096e-03
