0,0,0,0,0,0
0.10000000000000001,9225.6519854880735,9966.2029416176028,9593.3573829893612,16584.441197642227,13433.085356572492
0.20000000000000001,15527.999982832818,16679.39291972818,16349.367204837392,26029.012324153595,21344.720292066737
0.29999999999999999,18351.925504592582,19712.425684547194,19410.441507027528,30009.961636288612,24974.806058868697
0.40000000000000002,17811.963245084786,19244.416629467603,19049.350543930512,28963.341868212632,24443.693007411293
0.5,16127.766295705716,17570.635733853596,17540.3959750213,26805.037900899079,22425.454009888315
0.59999999999999998,15441.076203962692,16886.326093883028,16969.479097869731,26316.110480501233,21544.301783226045
0.70000000000000007,15507.269537551303,16954.9018161122,17093.815507896998,26798.531201310656,21548.57367702627
0.80000000000000004,15820.914306095576,17270.518429656331,17432.569777460689,27487.284243403934,21853.906910355832
0.90000000000000002,16130.036385653797,17580.575262415779,17751.157662410998,28061.07758405084,22163.977592609401
1,16347.822324290844,17798.149153298164,17972.075142092515,28436.999178951341,22374.266797238321
1.1000000000000001,16468.77531075383,17918.171173523686,18093.927322573785,28636.048251302305,22477.296819651085
1.2,16508.082042387807,17955.974606863994,18133.752523605865,28695.013189584286,22488.263894854459
1.3,16487.719085222037,17933.981381248766,18114.107419923053,28656.019353389391,22433.196089338791
1.4000000000000001,16422.041766021775,17866.467187672795,18049.689702414566,28543.904040299658,22327.458658944372
1.5,16324.142477965264,17766.702307023465,17953.736238122925,28382.399191601537,22186.465108435448
1.6000000000000001,16210.105858086543,17650.983444279678,17842.030583857326,28196.712379413064,22029.816161793115
1.7,16090.959848013077,17530.575089633632,17725.33612038417,28003.692766313365,21871.861433326962
1.8,15968.745991813788,17407.363801382038,17605.712552827506,27805.360801823048,21713.913634639506
1.9000000000000001,15841.989453278291,17279.778561882835,17481.874951593596,27601.078228788709,21554.520323191678
2,15716.833342262496,17154.007211220949,17359.746529618013,27400.212505636246,21401.366527872993
2.1000000000000001,15598.386855884239,17035.408508872813,17244.247781841263,27211.014720406416,21262.007899159475
