0.000000000000000000e+00,0.000000000000000000e+00
5.009999999999999787e+00,6.517070775290494111e-02
6.009999999999999787e+00,7.462725609193091025e-02
7.009999999999999787e+00,6.880349048085275532e-02
9.009999999999999787e+00,7.992501631405045381e-02
1.000999999999999979e+01,8.792746468985530861e-02
1.100999999999999979e+01,9.209690180299251461e-02
1.300999999999999979e+01,6.141869585096357276e-02
1.400999999999999979e+01,8.598669379907521865e-03
1.500999999999999979e+01,8.024784991173532223e-02
1.701000000000000156e+01,-8.409133110506991637e-02
1.801000000000000156e+01,5.088531743392112755e-02
1.901000000000000156e+01,7.063602121838831981e-03
2.101000000000000156e+01,-6.530382064027646927e-02
2.201000000000000156e+01,-7.993950734969508531e-02
2.301000000000000156e+01,2.034995908787670324e-02
2.501000000000000156e+01,-3.014133110151242297e-03
2.601000000000000156e+01,-4.607286448957151337e-02
2.701000000000000156e+01,1.510284506012553286e-04
2.901000000000000156e+01,-1.722705527485477589e-02
3.001000000000000156e+01,2.708645191605746003e-03
3.101000000000000156e+01,-6.217762427572917985e-04
3.300999999999999801e+01,-8.426405043513468529e-02
3.400999999999999801e+01,3.192995719417762723e-02
3.500999999999999801e+01,1.443108439792796863e-02
3.700999999999999801e+01,-7.490397614882561561e-02
3.800999999999999801e+01,-6.430535203014096923e-02
3.900999999999999801e+01,1.141490787562994200e-03
4.100999999999999801e+01,-6.294065097370821205e-02
4.200999999999999801e+01,-3.741890503205259205e-02
4.300999999999999801e+01,-1.478418368520802335e-02
4.500999999999999801e+01,3.207368489018137120e-04
4.600999999999999801e+01,2.069266434653649171e-03
4.700999999999999801e+01,1.554678318585985051e-04
4.900999999999999801e+01,9.011752672152741062e-02
5.000999999999999801e+01,9.008650996089903606e-02
5.100999999999999801e+01,-9.127269755267156115e-02
5.300999999999999801e+01,7.394472688132584792e-02
5.400999999999999801e+01,2.794260217207574643e-02
5.500999999999999801e+01,3.321625829879021980e-04
5.700999999999999801e+01,9.078091601793089604e-02
5.800999999999999801e+01,-8.566176850947816723e-02
5.900999999999999801e+01,-8.356102358554789999e-02
6.100999999999999801e+01,-8.051992896573752223e-02
6.200999999999999801e+01,-9.669804914717172739e-02
6.300999999999999801e+01,-2.639273494279224461e-02
6.501000000000000512e+01,-7.977139334551766603e-02
6.601000000000000512e+01,7.557050358791785050e-02
6.701000000000000512e+01,6.564573557634563461e-02
6.901000000000000512e+01,6.763731901156176674e-02
7.001000000000000512e+01,4.263482250254146955e-02
7.101000000000000512e+01,8.453602787831722420e-02
7.301000000000000512e+01,7.845516276124211985e-02
7.401000000000000512e+01,6.335882728886833848e-02
7.501000000000000512e+01,7.945958448817252995e-02
7.701000000000000512e+01,2.092271147153472802e-02
7.801000000000000512e+01,-5.796078899724525779e-02
7.901000000000000512e+01,5.374401113090514215e-02
8.101000000000000512e+01,-8.229138178860914699e-02
8.201000000000000512e+01,-3.008098875485163554e-02
8.301000000000000512e+01,7.264848532000997561e-02
8.501000000000000512e+01,7.964187725418374331e-02
8.601000000000000512e+01,9.081703689728491680e-02
8.701000000000000512e+01,6.180394492347089652e-02
8.901000000000000512e+01,8.976251462753317978e-02
9.001000000000000512e+01,-7.468679088472952865e-02
9.101000000000000512e+01,-9.695515022870768163e-02
9.301000000000000512e+01,-7.759772196561175173e-02
9.401000000000000512e+01,-3.328438473051566898e-02
9.501000000000000512e+01,-6.166034589417718204e-02
9.701000000000000512e+01,-8.804559572328117534e-02
9.801000000000000512e+01,-8.477857673163911867e-02
9.901000000000000512e+01,-5.230369026485739981e-02
1.010100000000000051e+02,5.112663933137985561e-02
1.020100000000000051e+02,4.939906877373011901e-02
1.030100000000000051e+02,8.645500143775074198e-02
1.050100000000000051e+02,8.665974830084001435e-02
1.060100000000000051e+02,6.223559638725628673e-02
1.070100000000000051e+02,6.500295033157028890e-02
1.090100000000000051e+02,8.034294381790801909e-02
1.100100000000000051e+02,-8.766556947490160290e-02
1.110100000000000051e+02,5.868448595679560259e-02
1.130100000000000051e+02,9.286809883201840865e-02
1.140100000000000051e+02,7.089031212907324908e-02
1.150100000000000051e+02,7.188902396814329798e-02
1.170100000000000051e+02,6.213584518094914660e-02
1.180100000000000051e+02,7.711302638843117729e-02
1.190100000000000051e+02,2.227182603936788893e-03
1.210100000000000051e+02,9.156929701828675494e-02
1.220100000000000051e+02,-8.839042441127881178e-02
1.230100000000000051e+02,-3.194279776917092334e-02
1.250100000000000051e+02,2.321135587909011748e-06
1.260100000000000051e+02,-3.572976601332815416e-02
1.270100000000000051e+02,-2.847727030285716540e-02
1.290099999999999909e+02,8.926960896744397245e-02
1.300099999999999909e+02,5.596131003924126497e-03
1.310099999999999909e+02,1.144413656365610502e-02
1.330099999999999909e+02,-6.241849770221082061e-02
1.340099999999999909e+02,-1.133321571960425045e-01
1.350099999999999909e+02,-9.489347588808313971e-02
1.370099999999999909e+02,-6.942306560466450505e-02
1.380099999999999909e+02,-1.346723064279591910e-02
1.390099999999999909e+02,-1.474433903505208729e-04
1.410099999999999909e+02,2.967715419258426524e-02
1.420099999999999909e+02,8.337856052106980449e-04
1.430099999999999909e+02,1.053146216585608934e-04
1.450099999999999909e+02,9.991880801655965427e-02
1.460099999999999909e+02,5.136144807720675193e-02
1.470099999999999909e+02,7.468074532203343441e-02
1.490099999999999909e+02,-1.566654777552456412e-02
1.500099999999999909e+02,5.643411029396824905e-04
1.510099999999999909e+02,1.891871138135802676e-05
1.530099999999999909e+02,4.285832397762116830e-02
1.540099999999999909e+02,-5.399939046620751137e-02
1.550099999999999909e+02,-3.494200169648307812e-03
1.570099999999999909e+02,7.659117710772606058e-02
1.580099999999999909e+02,3.194888492768889281e-05
1.590099999999999909e+02,5.530312325755689512e-02
1.610099999999999909e+02,-1.784419473759715075e-02
1.620099999999999909e+02,-6.548365291864069460e-02
1.630099999999999909e+02,-9.055145194762770355e-02
1.650099999999999909e+02,-9.049590777843440070e-02
1.660099999999999909e+02,-8.645765718566018887e-02
